full_part_number,section,subsection,position_details
AGPOL2RM82C,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(A): 15 size | Pos4(G): M3 | Pos5(P): Pin | Pos6(OL2): L = 6.02mm (.237"") | Pos7(RM8): Boardlock + Front Screwlock | Pos8(2): 0.4μm (15μ"") | Pos9(C): Plastic tray"
AGPOL2RM82R,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(A): 15 size | Pos4(G): M3 | Pos5(P): Pin | Pos6(OL2): L = 6.02mm (.237"") | Pos7(RM8): Boardlock + Front Screwlock | Pos8(2): 0.4μm (15μ"") | Pos9(R): Tape & reel"
AGPOL2RM83C,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(A): 15 size | Pos4(G): M3 | Pos5(P): Pin | Pos6(OL2): L = 6.02mm (.237"") | Pos7(RM8): Boardlock + Front Screwlock | Pos8(3): 0.76μm (30μ"") | Pos9(C): Plastic tray"
AGPOL2RM83R,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(A): 15 size | Pos4(G): M3 | Pos5(P): Pin | Pos6(OL2): L = 6.02mm (.237"") | Pos7(RM8): Boardlock + Front Screwlock | Pos8(3): 0.76μm (30μ"") | Pos9(R): Tape & reel"
AGPOL2CBlank1C,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(A): 15 size | Pos4(G): M3 | Pos5(P): Pin | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(Blank): Clear Hole | Pos8(1): Gold flash | Pos9(C): Plastic tray"
AGPOL2CBlank1R,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(A): 15 size | Pos4(G): M3 | Pos5(P): Pin | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(Blank): Clear Hole | Pos8(1): Gold flash | Pos9(R): Tape & reel"
AGPOL2CBlank2C,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(A): 15 size | Pos4(G): M3 | Pos5(P): Pin | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(Blank): Clear Hole | Pos8(2): 0.4μm (15μ"") | Pos9(C): Plastic tray"
AGPOL2CBlank2R,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(A): 15 size | Pos4(G): M3 | Pos5(P): Pin | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(Blank): Clear Hole | Pos8(2): 0.4μm (15μ"") | Pos9(R): Tape & reel"
AGPOL2CBlank3C,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(A): 15 size | Pos4(G): M3 | Pos5(P): Pin | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(Blank): Clear Hole | Pos8(3): 0.76μm (30μ"") | Pos9(C): Plastic tray"
AGPOL2CBlank3R,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(A): 15 size | Pos4(G): M3 | Pos5(P): Pin | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(Blank): Clear Hole | Pos8(3): 0.76μm (30μ"") | Pos9(R): Tape & reel"
AGPOL2CRM51C,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(A): 15 size | Pos4(G): M3 | Pos5(P): Pin | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(RM5): Boardlock | Pos8(1): Gold flash | Pos9(C): Plastic tray"
AGPOL2CRM51R,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(A): 15 size | Pos4(G): M3 | Pos5(P): Pin | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(RM5): Boardlock | Pos8(1): Gold flash | Pos9(R): Tape & reel"
AGPOL2CRM52C,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(A): 15 size | Pos4(G): M3 | Pos5(P): Pin | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(RM5): Boardlock | Pos8(2): 0.4μm (15μ"") | Pos9(C): Plastic tray"
AGPOL2CRM52R,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(A): 15 size | Pos4(G): M3 | Pos5(P): Pin | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(RM5): Boardlock | Pos8(2): 0.4μm (15μ"") | Pos9(R): Tape & reel"
AGPOL2CRM53C,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(A): 15 size | Pos4(G): M3 | Pos5(P): Pin | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(RM5): Boardlock | Pos8(3): 0.76μm (30μ"") | Pos9(C): Plastic tray"
AGPOL2CRM53R,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(A): 15 size | Pos4(G): M3 | Pos5(P): Pin | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(RM5): Boardlock | Pos8(3): 0.76μm (30μ"") | Pos9(R): Tape & reel"
AGPOL2CRM81C,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(A): 15 size | Pos4(G): M3 | Pos5(P): Pin | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(RM8): Boardlock + Front Screwlock | Pos8(1): Gold flash | Pos9(C): Plastic tray"
AGPOL2CRM81R,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(A): 15 size | Pos4(G): M3 | Pos5(P): Pin | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(RM8): Boardlock + Front Screwlock | Pos8(1): Gold flash | Pos9(R): Tape & reel"
AGPOL2CRM82C,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(A): 15 size | Pos4(G): M3 | Pos5(P): Pin | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(RM8): Boardlock + Front Screwlock | Pos8(2): 0.4μm (15μ"") | Pos9(C): Plastic tray"
AGPOL2CRM82R,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(A): 15 size | Pos4(G): M3 | Pos5(P): Pin | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(RM8): Boardlock + Front Screwlock | Pos8(2): 0.4μm (15μ"") | Pos9(R): Tape & reel"
AGPOL2CRM83C,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(A): 15 size | Pos4(G): M3 | Pos5(P): Pin | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(RM8): Boardlock + Front Screwlock | Pos8(3): 0.76μm (30μ"") | Pos9(C): Plastic tray"
AGPOL2CRM83R,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(A): 15 size | Pos4(G): M3 | Pos5(P): Pin | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(RM8): Boardlock + Front Screwlock | Pos8(3): 0.76μm (30μ"") | Pos9(R): Tape & reel"
AGSOL2Blank1C,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(A): 15 size | Pos4(G): M3 | Pos5(S): Socket | Pos6(OL2): L = 6.02mm (.237"") | Pos7(Blank): Clear Hole | Pos8(1): Gold flash | Pos9(C): Plastic tray"
AGSOL2Blank1R,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(A): 15 size | Pos4(G): M3 | Pos5(S): Socket | Pos6(OL2): L = 6.02mm (.237"") | Pos7(Blank): Clear Hole | Pos8(1): Gold flash | Pos9(R): Tape & reel"
AGSOL2Blank2C,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(A): 15 size | Pos4(G): M3 | Pos5(S): Socket | Pos6(OL2): L = 6.02mm (.237"") | Pos7(Blank): Clear Hole | Pos8(2): 0.4μm (15μ"") | Pos9(C): Plastic tray"
AGSOL2Blank2R,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(A): 15 size | Pos4(G): M3 | Pos5(S): Socket | Pos6(OL2): L = 6.02mm (.237"") | Pos7(Blank): Clear Hole | Pos8(2): 0.4μm (15μ"") | Pos9(R): Tape & reel"
AGSOL2Blank3C,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(A): 15 size | Pos4(G): M3 | Pos5(S): Socket | Pos6(OL2): L = 6.02mm (.237"") | Pos7(Blank): Clear Hole | Pos8(3): 0.76μm (30μ"") | Pos9(C): Plastic tray"
AGSOL2Blank3R,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(A): 15 size | Pos4(G): M3 | Pos5(S): Socket | Pos6(OL2): L = 6.02mm (.237"") | Pos7(Blank): Clear Hole | Pos8(3): 0.76μm (30μ"") | Pos9(R): Tape & reel"
AGSOL2RM51C,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(A): 15 size | Pos4(G): M3 | Pos5(S): Socket | Pos6(OL2): L = 6.02mm (.237"") | Pos7(RM5): Boardlock | Pos8(1): Gold flash | Pos9(C): Plastic tray"
AGSOL2RM51R,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(A): 15 size | Pos4(G): M3 | Pos5(S): Socket | Pos6(OL2): L = 6.02mm (.237"") | Pos7(RM5): Boardlock | Pos8(1): Gold flash | Pos9(R): Tape & reel"
AGSOL2RM52C,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(A): 15 size | Pos4(G): M3 | Pos5(S): Socket | Pos6(OL2): L = 6.02mm (.237"") | Pos7(RM5): Boardlock | Pos8(2): 0.4μm (15μ"") | Pos9(C): Plastic tray"
AGSOL2RM52R,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(A): 15 size | Pos4(G): M3 | Pos5(S): Socket | Pos6(OL2): L = 6.02mm (.237"") | Pos7(RM5): Boardlock | Pos8(2): 0.4μm (15μ"") | Pos9(R): Tape & reel"
AGSOL2RM53C,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(A): 15 size | Pos4(G): M3 | Pos5(S): Socket | Pos6(OL2): L = 6.02mm (.237"") | Pos7(RM5): Boardlock | Pos8(3): 0.76μm (30μ"") | Pos9(C): Plastic tray"
AGSOL2RM53R,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(A): 15 size | Pos4(G): M3 | Pos5(S): Socket | Pos6(OL2): L = 6.02mm (.237"") | Pos7(RM5): Boardlock | Pos8(3): 0.76μm (30μ"") | Pos9(R): Tape & reel"
AGSOL2RM81C,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(A): 15 size | Pos4(G): M3 | Pos5(S): Socket | Pos6(OL2): L = 6.02mm (.237"") | Pos7(RM8): Boardlock + Front Screwlock | Pos8(1): Gold flash | Pos9(C): Plastic tray"
AGSOL2RM81R,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(A): 15 size | Pos4(G): M3 | Pos5(S): Socket | Pos6(OL2): L = 6.02mm (.237"") | Pos7(RM8): Boardlock + Front Screwlock | Pos8(1): Gold flash | Pos9(R): Tape & reel"
AGSOL2RM82C,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(A): 15 size | Pos4(G): M3 | Pos5(S): Socket | Pos6(OL2): L = 6.02mm (.237"") | Pos7(RM8): Boardlock + Front Screwlock | Pos8(2): 0.4μm (15μ"") | Pos9(C): Plastic tray"
AGSOL2RM82R,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(A): 15 size | Pos4(G): M3 | Pos5(S): Socket | Pos6(OL2): L = 6.02mm (.237"") | Pos7(RM8): Boardlock + Front Screwlock | Pos8(2): 0.4μm (15μ"") | Pos9(R): Tape & reel"
AGSOL2RM83C,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(A): 15 size | Pos4(G): M3 | Pos5(S): Socket | Pos6(OL2): L = 6.02mm (.237"") | Pos7(RM8): Boardlock + Front Screwlock | Pos8(3): 0.76μm (30μ"") | Pos9(C): Plastic tray"
AGSOL2RM83R,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(A): 15 size | Pos4(G): M3 | Pos5(S): Socket | Pos6(OL2): L = 6.02mm (.237"") | Pos7(RM8): Boardlock + Front Screwlock | Pos8(3): 0.76μm (30μ"") | Pos9(R): Tape & reel"
AGSOL2CBlank1C,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(A): 15 size | Pos4(G): M3 | Pos5(S): Socket | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(Blank): Clear Hole | Pos8(1): Gold flash | Pos9(C): Plastic tray"
AGSOL2CBlank1R,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(A): 15 size | Pos4(G): M3 | Pos5(S): Socket | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(Blank): Clear Hole | Pos8(1): Gold flash | Pos9(R): Tape & reel"
AGSOL2CBlank2C,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(A): 15 size | Pos4(G): M3 | Pos5(S): Socket | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(Blank): Clear Hole | Pos8(2): 0.4μm (15μ"") | Pos9(C): Plastic tray"
AGSOL2CBlank2R,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(A): 15 size | Pos4(G): M3 | Pos5(S): Socket | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(Blank): Clear Hole | Pos8(2): 0.4μm (15μ"") | Pos9(R): Tape & reel"
AGSOL2CBlank3C,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(A): 15 size | Pos4(G): M3 | Pos5(S): Socket | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(Blank): Clear Hole | Pos8(3): 0.76μm (30μ"") | Pos9(C): Plastic tray"
AGSOL2CBlank3R,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(A): 15 size | Pos4(G): M3 | Pos5(S): Socket | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(Blank): Clear Hole | Pos8(3): 0.76μm (30μ"") | Pos9(R): Tape & reel"
AGSOL2CRM51C,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(A): 15 size | Pos4(G): M3 | Pos5(S): Socket | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(RM5): Boardlock | Pos8(1): Gold flash | Pos9(C): Plastic tray"
AGSOL2CRM51R,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(A): 15 size | Pos4(G): M3 | Pos5(S): Socket | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(RM5): Boardlock | Pos8(1): Gold flash | Pos9(R): Tape & reel"
AGSOL2CRM52C,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(A): 15 size | Pos4(G): M3 | Pos5(S): Socket | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(RM5): Boardlock | Pos8(2): 0.4μm (15μ"") | Pos9(C): Plastic tray"
AGSOL2CRM52R,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(A): 15 size | Pos4(G): M3 | Pos5(S): Socket | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(RM5): Boardlock | Pos8(2): 0.4μm (15μ"") | Pos9(R): Tape & reel"
AGSOL2CRM53C,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(A): 15 size | Pos4(G): M3 | Pos5(S): Socket | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(RM5): Boardlock | Pos8(3): 0.76μm (30μ"") | Pos9(C): Plastic tray"
AGSOL2CRM53R,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(A): 15 size | Pos4(G): M3 | Pos5(S): Socket | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(RM5): Boardlock | Pos8(3): 0.76μm (30μ"") | Pos9(R): Tape & reel"
AGSOL2CRM81C,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(A): 15 size | Pos4(G): M3 | Pos5(S): Socket | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(RM8): Boardlock + Front Screwlock | Pos8(1): Gold flash | Pos9(C): Plastic tray"
AGSOL2CRM81R,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(A): 15 size | Pos4(G): M3 | Pos5(S): Socket | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(RM8): Boardlock + Front Screwlock | Pos8(1): Gold flash | Pos9(R): Tape & reel"
AGSOL2CRM82C,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(A): 15 size | Pos4(G): M3 | Pos5(S): Socket | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(RM8): Boardlock + Front Screwlock | Pos8(2): 0.4μm (15μ"") | Pos9(C): Plastic tray"
AGSOL2CRM82R,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(A): 15 size | Pos4(G): M3 | Pos5(S): Socket | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(RM8): Boardlock + Front Screwlock | Pos8(2): 0.4μm (15μ"") | Pos9(R): Tape & reel"
AGSOL2CRM83C,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(A): 15 size | Pos4(G): M3 | Pos5(S): Socket | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(RM8): Boardlock + Front Screwlock | Pos8(3): 0.76μm (30μ"") | Pos9(C): Plastic tray"
AGSOL2CRM83R,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(A): 15 size | Pos4(G): M3 | Pos5(S): Socket | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(RM8): Boardlock + Front Screwlock | Pos8(3): 0.76μm (30μ"") | Pos9(R): Tape & reel"
AHPOL2Blank1C,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(A): 15 size | Pos4(H): #4-40 | Pos5(P): Pin | Pos6(OL2): L = 6.02mm (.237"") | Pos7(Blank): Clear Hole | Pos8(1): Gold flash | Pos9(C): Plastic tray"
AHPOL2Blank1R,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(A): 15 size | Pos4(H): #4-40 | Pos5(P): Pin | Pos6(OL2): L = 6.02mm (.237"") | Pos7(Blank): Clear Hole | Pos8(1): Gold flash | Pos9(R): Tape & reel"
AHPOL2Blank2C,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(A): 15 size | Pos4(H): #4-40 | Pos5(P): Pin | Pos6(OL2): L = 6.02mm (.237"") | Pos7(Blank): Clear Hole | Pos8(2): 0.4μm (15μ"") | Pos9(C): Plastic tray"
AHPOL2Blank2R,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(A): 15 size | Pos4(H): #4-40 | Pos5(P): Pin | Pos6(OL2): L = 6.02mm (.237"") | Pos7(Blank): Clear Hole | Pos8(2): 0.4μm (15μ"") | Pos9(R): Tape & reel"
AHPOL2Blank3C,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(A): 15 size | Pos4(H): #4-40 | Pos5(P): Pin | Pos6(OL2): L = 6.02mm (.237"") | Pos7(Blank): Clear Hole | Pos8(3): 0.76μm (30μ"") | Pos9(C): Plastic tray"
AHPOL2Blank3R,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(A): 15 size | Pos4(H): #4-40 | Pos5(P): Pin | Pos6(OL2): L = 6.02mm (.237"") | Pos7(Blank): Clear Hole | Pos8(3): 0.76μm (30μ"") | Pos9(R): Tape & reel"
AHPOL2RM51C,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(A): 15 size | Pos4(H): #4-40 | Pos5(P): Pin | Pos6(OL2): L = 6.02mm (.237"") | Pos7(RM5): Boardlock | Pos8(1): Gold flash | Pos9(C): Plastic tray"
AHPOL2RM51R,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(A): 15 size | Pos4(H): #4-40 | Pos5(P): Pin | Pos6(OL2): L = 6.02mm (.237"") | Pos7(RM5): Boardlock | Pos8(1): Gold flash | Pos9(R): Tape & reel"
AHPOL2RM52C,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(A): 15 size | Pos4(H): #4-40 | Pos5(P): Pin | Pos6(OL2): L = 6.02mm (.237"") | Pos7(RM5): Boardlock | Pos8(2): 0.4μm (15μ"") | Pos9(C): Plastic tray"
AHPOL2RM52R,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(A): 15 size | Pos4(H): #4-40 | Pos5(P): Pin | Pos6(OL2): L = 6.02mm (.237"") | Pos7(RM5): Boardlock | Pos8(2): 0.4μm (15μ"") | Pos9(R): Tape & reel"
AHPOL2RM53C,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(A): 15 size | Pos4(H): #4-40 | Pos5(P): Pin | Pos6(OL2): L = 6.02mm (.237"") | Pos7(RM5): Boardlock | Pos8(3): 0.76μm (30μ"") | Pos9(C): Plastic tray"
AHPOL2RM53R,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(A): 15 size | Pos4(H): #4-40 | Pos5(P): Pin | Pos6(OL2): L = 6.02mm (.237"") | Pos7(RM5): Boardlock | Pos8(3): 0.76μm (30μ"") | Pos9(R): Tape & reel"
AHPOL2RM81C,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(A): 15 size | Pos4(H): #4-40 | Pos5(P): Pin | Pos6(OL2): L = 6.02mm (.237"") | Pos7(RM8): Boardlock + Front Screwlock | Pos8(1): Gold flash | Pos9(C): Plastic tray"
AHPOL2RM81R,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(A): 15 size | Pos4(H): #4-40 | Pos5(P): Pin | Pos6(OL2): L = 6.02mm (.237"") | Pos7(RM8): Boardlock + Front Screwlock | Pos8(1): Gold flash | Pos9(R): Tape & reel"
AHPOL2RM82C,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(A): 15 size | Pos4(H): #4-40 | Pos5(P): Pin | Pos6(OL2): L = 6.02mm (.237"") | Pos7(RM8): Boardlock + Front Screwlock | Pos8(2): 0.4μm (15μ"") | Pos9(C): Plastic tray"
AHPOL2RM82R,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(A): 15 size | Pos4(H): #4-40 | Pos5(P): Pin | Pos6(OL2): L = 6.02mm (.237"") | Pos7(RM8): Boardlock + Front Screwlock | Pos8(2): 0.4μm (15μ"") | Pos9(R): Tape & reel"
AHPOL2RM83C,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(A): 15 size | Pos4(H): #4-40 | Pos5(P): Pin | Pos6(OL2): L = 6.02mm (.237"") | Pos7(RM8): Boardlock + Front Screwlock | Pos8(3): 0.76μm (30μ"") | Pos9(C): Plastic tray"
AHPOL2RM83R,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(A): 15 size | Pos4(H): #4-40 | Pos5(P): Pin | Pos6(OL2): L = 6.02mm (.237"") | Pos7(RM8): Boardlock + Front Screwlock | Pos8(3): 0.76μm (30μ"") | Pos9(R): Tape & reel"
AHPOL2CBlank1C,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(A): 15 size | Pos4(H): #4-40 | Pos5(P): Pin | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(Blank): Clear Hole | Pos8(1): Gold flash | Pos9(C): Plastic tray"
AHPOL2CBlank1R,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(A): 15 size | Pos4(H): #4-40 | Pos5(P): Pin | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(Blank): Clear Hole | Pos8(1): Gold flash | Pos9(R): Tape & reel"
AHPOL2CBlank2C,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(A): 15 size | Pos4(H): #4-40 | Pos5(P): Pin | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(Blank): Clear Hole | Pos8(2): 0.4μm (15μ"") | Pos9(C): Plastic tray"
AHPOL2CBlank2R,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(A): 15 size | Pos4(H): #4-40 | Pos5(P): Pin | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(Blank): Clear Hole | Pos8(2): 0.4μm (15μ"") | Pos9(R): Tape & reel"
AHPOL2CBlank3C,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(A): 15 size | Pos4(H): #4-40 | Pos5(P): Pin | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(Blank): Clear Hole | Pos8(3): 0.76μm (30μ"") | Pos9(C): Plastic tray"
AHPOL2CBlank3R,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(A): 15 size | Pos4(H): #4-40 | Pos5(P): Pin | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(Blank): Clear Hole | Pos8(3): 0.76μm (30μ"") | Pos9(R): Tape & reel"
AHPOL2CRM51C,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(A): 15 size | Pos4(H): #4-40 | Pos5(P): Pin | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(RM5): Boardlock | Pos8(1): Gold flash | Pos9(C): Plastic tray"
AHPOL2CRM51R,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(A): 15 size | Pos4(H): #4-40 | Pos5(P): Pin | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(RM5): Boardlock | Pos8(1): Gold flash | Pos9(R): Tape & reel"
AHPOL2CRM52C,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(A): 15 size | Pos4(H): #4-40 | Pos5(P): Pin | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(RM5): Boardlock | Pos8(2): 0.4μm (15μ"") | Pos9(C): Plastic tray"
AHPOL2CRM52R,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(A): 15 size | Pos4(H): #4-40 | Pos5(P): Pin | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(RM5): Boardlock | Pos8(2): 0.4μm (15μ"") | Pos9(R): Tape & reel"
AHPOL2CRM53C,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(A): 15 size | Pos4(H): #4-40 | Pos5(P): Pin | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(RM5): Boardlock | Pos8(3): 0.76μm (30μ"") | Pos9(C): Plastic tray"
AHPOL2CRM53R,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(A): 15 size | Pos4(H): #4-40 | Pos5(P): Pin | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(RM5): Boardlock | Pos8(3): 0.76μm (30μ"") | Pos9(R): Tape & reel"
AHPOL2CRM81C,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(A): 15 size | Pos4(H): #4-40 | Pos5(P): Pin | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(RM8): Boardlock + Front Screwlock | Pos8(1): Gold flash | Pos9(C): Plastic tray"
AHPOL2CRM81R,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(A): 15 size | Pos4(H): #4-40 | Pos5(P): Pin | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(RM8): Boardlock + Front Screwlock | Pos8(1): Gold flash | Pos9(R): Tape & reel"
AHPOL2CRM82C,How to Order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(A): 15 size | Pos4(H): #4-40 | Pos5(P): Pin | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(RM8): Boardlock + Front Screwlock | Pos8(2): 0.4μm (15μ"") | Pos9(C): Plastic tray"
