full_part_number,section,subsection,position_details
717EBlank25OL2CP,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(E): Shell size E | Pos4(Blank): Clear Hole | Pos5(25): Configuration 25 | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(P): Pin | Pos8(): Fixed value"
717EBlank25OL2CS,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(E): Shell size E | Pos4(Blank): Clear Hole | Pos5(25): Configuration 25 | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(S): Socket | Pos8(): Fixed value"
717EBlank37OL2P,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(E): Shell size E | Pos4(Blank): Clear Hole | Pos5(37): Configuration 37 | Pos6(OL2): L = 6.02mm (.237"") | Pos7(P): Pin | Pos8(): Fixed value"
717EBlank37OL2S,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(E): Shell size E | Pos4(Blank): Clear Hole | Pos5(37): Configuration 37 | Pos6(OL2): L = 6.02mm (.237"") | Pos7(S): Socket | Pos8(): Fixed value"
717EBlank37OL2CP,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(E): Shell size E | Pos4(Blank): Clear Hole | Pos5(37): Configuration 37 | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(P): Pin | Pos8(): Fixed value"
717EBlank37OL2CS,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(E): Shell size E | Pos4(Blank): Clear Hole | Pos5(37): Configuration 37 | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(S): Socket | Pos8(): Fixed value"
717EG09OL2P,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(E): Shell size E | Pos4(G): M3 | Pos5(09): Configuration 09 | Pos6(OL2): L = 6.02mm (.237"") | Pos7(P): Pin | Pos8(): Fixed value"
717EG09OL2S,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(E): Shell size E | Pos4(G): M3 | Pos5(09): Configuration 09 | Pos6(OL2): L = 6.02mm (.237"") | Pos7(S): Socket | Pos8(): Fixed value"
717EG09OL2CP,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(E): Shell size E | Pos4(G): M3 | Pos5(09): Configuration 09 | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(P): Pin | Pos8(): Fixed value"
717EG09OL2CS,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(E): Shell size E | Pos4(G): M3 | Pos5(09): Configuration 09 | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(S): Socket | Pos8(): Fixed value"
717EG15OL2P,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(E): Shell size E | Pos4(G): M3 | Pos5(15): Configuration 15 | Pos6(OL2): L = 6.02mm (.237"") | Pos7(P): Pin | Pos8(): Fixed value"
717EG15OL2S,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(E): Shell size E | Pos4(G): M3 | Pos5(15): Configuration 15 | Pos6(OL2): L = 6.02mm (.237"") | Pos7(S): Socket | Pos8(): Fixed value"
717EG15OL2CP,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(E): Shell size E | Pos4(G): M3 | Pos5(15): Configuration 15 | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(P): Pin | Pos8(): Fixed value"
717EG15OL2CS,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(E): Shell size E | Pos4(G): M3 | Pos5(15): Configuration 15 | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(S): Socket | Pos8(): Fixed value"
717EG25OL2P,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(E): Shell size E | Pos4(G): M3 | Pos5(25): Configuration 25 | Pos6(OL2): L = 6.02mm (.237"") | Pos7(P): Pin | Pos8(): Fixed value"
717EG25OL2S,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(E): Shell size E | Pos4(G): M3 | Pos5(25): Configuration 25 | Pos6(OL2): L = 6.02mm (.237"") | Pos7(S): Socket | Pos8(): Fixed value"
717EG25OL2CP,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(E): Shell size E | Pos4(G): M3 | Pos5(25): Configuration 25 | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(P): Pin | Pos8(): Fixed value"
717EG25OL2CS,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(E): Shell size E | Pos4(G): M3 | Pos5(25): Configuration 25 | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(S): Socket | Pos8(): Fixed value"
717EG37OL2P,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(E): Shell size E | Pos4(G): M3 | Pos5(37): Configuration 37 | Pos6(OL2): L = 6.02mm (.237"") | Pos7(P): Pin | Pos8(): Fixed value"
717EG37OL2S,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(E): Shell size E | Pos4(G): M3 | Pos5(37): Configuration 37 | Pos6(OL2): L = 6.02mm (.237"") | Pos7(S): Socket | Pos8(): Fixed value"
717EG37OL2CP,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(E): Shell size E | Pos4(G): M3 | Pos5(37): Configuration 37 | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(P): Pin | Pos8(): Fixed value"
717EG37OL2CS,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(E): Shell size E | Pos4(G): M3 | Pos5(37): Configuration 37 | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(S): Socket | Pos8(): Fixed value"
717EH09OL2P,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(E): Shell size E | Pos4(H): #4-40 | Pos5(09): Configuration 09 | Pos6(OL2): L = 6.02mm (.237"") | Pos7(P): Pin | Pos8(): Fixed value"
717EH09OL2S,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(E): Shell size E | Pos4(H): #4-40 | Pos5(09): Configuration 09 | Pos6(OL2): L = 6.02mm (.237"") | Pos7(S): Socket | Pos8(): Fixed value"
717EH09OL2CP,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(E): Shell size E | Pos4(H): #4-40 | Pos5(09): Configuration 09 | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(P): Pin | Pos8(): Fixed value"
717EH09OL2CS,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(E): Shell size E | Pos4(H): #4-40 | Pos5(09): Configuration 09 | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(S): Socket | Pos8(): Fixed value"
717EH15OL2P,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(E): Shell size E | Pos4(H): #4-40 | Pos5(15): Configuration 15 | Pos6(OL2): L = 6.02mm (.237"") | Pos7(P): Pin | Pos8(): Fixed value"
717EH15OL2S,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(E): Shell size E | Pos4(H): #4-40 | Pos5(15): Configuration 15 | Pos6(OL2): L = 6.02mm (.237"") | Pos7(S): Socket | Pos8(): Fixed value"
717EH15OL2CP,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(E): Shell size E | Pos4(H): #4-40 | Pos5(15): Configuration 15 | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(P): Pin | Pos8(): Fixed value"
717EH15OL2CS,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(E): Shell size E | Pos4(H): #4-40 | Pos5(15): Configuration 15 | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(S): Socket | Pos8(): Fixed value"
717EH25OL2P,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(E): Shell size E | Pos4(H): #4-40 | Pos5(25): Configuration 25 | Pos6(OL2): L = 6.02mm (.237"") | Pos7(P): Pin | Pos8(): Fixed value"
717EH25OL2S,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(E): Shell size E | Pos4(H): #4-40 | Pos5(25): Configuration 25 | Pos6(OL2): L = 6.02mm (.237"") | Pos7(S): Socket | Pos8(): Fixed value"
717EH25OL2CP,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(E): Shell size E | Pos4(H): #4-40 | Pos5(25): Configuration 25 | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(P): Pin | Pos8(): Fixed value"
717EH25OL2CS,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(E): Shell size E | Pos4(H): #4-40 | Pos5(25): Configuration 25 | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(S): Socket | Pos8(): Fixed value"
717EH37OL2P,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(E): Shell size E | Pos4(H): #4-40 | Pos5(37): Configuration 37 | Pos6(OL2): L = 6.02mm (.237"") | Pos7(P): Pin | Pos8(): Fixed value"
717EH37OL2S,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(E): Shell size E | Pos4(H): #4-40 | Pos5(37): Configuration 37 | Pos6(OL2): L = 6.02mm (.237"") | Pos7(S): Socket | Pos8(): Fixed value"
717EH37OL2CP,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(E): Shell size E | Pos4(H): #4-40 | Pos5(37): Configuration 37 | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(P): Pin | Pos8(): Fixed value"
717EH37OL2CS,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(E): Shell size E | Pos4(H): #4-40 | Pos5(37): Configuration 37 | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(S): Socket | Pos8(): Fixed value"
717ABlank09OL2P,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(A): Shell size A | Pos4(Blank): Clear Hole | Pos5(09): Configuration 09 | Pos6(OL2): L = 6.02mm (.237"") | Pos7(P): Pin | Pos8(): Fixed value"
717ABlank09OL2S,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(A): Shell size A | Pos4(Blank): Clear Hole | Pos5(09): Configuration 09 | Pos6(OL2): L = 6.02mm (.237"") | Pos7(S): Socket | Pos8(): Fixed value"
717ABlank09OL2CP,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(A): Shell size A | Pos4(Blank): Clear Hole | Pos5(09): Configuration 09 | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(P): Pin | Pos8(): Fixed value"
717ABlank09OL2CS,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(A): Shell size A | Pos4(Blank): Clear Hole | Pos5(09): Configuration 09 | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(S): Socket | Pos8(): Fixed value"
717ABlank15OL2P,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(A): Shell size A | Pos4(Blank): Clear Hole | Pos5(15): Configuration 15 | Pos6(OL2): L = 6.02mm (.237"") | Pos7(P): Pin | Pos8(): Fixed value"
717ABlank15OL2S,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(A): Shell size A | Pos4(Blank): Clear Hole | Pos5(15): Configuration 15 | Pos6(OL2): L = 6.02mm (.237"") | Pos7(S): Socket | Pos8(): Fixed value"
717ABlank15OL2CP,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(A): Shell size A | Pos4(Blank): Clear Hole | Pos5(15): Configuration 15 | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(P): Pin | Pos8(): Fixed value"
717ABlank15OL2CS,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(A): Shell size A | Pos4(Blank): Clear Hole | Pos5(15): Configuration 15 | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(S): Socket | Pos8(): Fixed value"
717ABlank25OL2P,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(A): Shell size A | Pos4(Blank): Clear Hole | Pos5(25): Configuration 25 | Pos6(OL2): L = 6.02mm (.237"") | Pos7(P): Pin | Pos8(): Fixed value"
717ABlank25OL2S,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(A): Shell size A | Pos4(Blank): Clear Hole | Pos5(25): Configuration 25 | Pos6(OL2): L = 6.02mm (.237"") | Pos7(S): Socket | Pos8(): Fixed value"
717ABlank25OL2CP,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(A): Shell size A | Pos4(Blank): Clear Hole | Pos5(25): Configuration 25 | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(P): Pin | Pos8(): Fixed value"
717ABlank25OL2CS,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(A): Shell size A | Pos4(Blank): Clear Hole | Pos5(25): Configuration 25 | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(S): Socket | Pos8(): Fixed value"
717ABlank37OL2P,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(A): Shell size A | Pos4(Blank): Clear Hole | Pos5(37): Configuration 37 | Pos6(OL2): L = 6.02mm (.237"") | Pos7(P): Pin | Pos8(): Fixed value"
717ABlank37OL2S,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(A): Shell size A | Pos4(Blank): Clear Hole | Pos5(37): Configuration 37 | Pos6(OL2): L = 6.02mm (.237"") | Pos7(S): Socket | Pos8(): Fixed value"
717ABlank37OL2CP,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(A): Shell size A | Pos4(Blank): Clear Hole | Pos5(37): Configuration 37 | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(P): Pin | Pos8(): Fixed value"
717ABlank37OL2CS,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(A): Shell size A | Pos4(Blank): Clear Hole | Pos5(37): Configuration 37 | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(S): Socket | Pos8(): Fixed value"
717AG09OL2P,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(A): Shell size A | Pos4(G): M3 | Pos5(09): Configuration 09 | Pos6(OL2): L = 6.02mm (.237"") | Pos7(P): Pin | Pos8(): Fixed value"
717AG09OL2S,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(A): Shell size A | Pos4(G): M3 | Pos5(09): Configuration 09 | Pos6(OL2): L = 6.02mm (.237"") | Pos7(S): Socket | Pos8(): Fixed value"
717AG09OL2CP,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(A): Shell size A | Pos4(G): M3 | Pos5(09): Configuration 09 | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(P): Pin | Pos8(): Fixed value"
717AG09OL2CS,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(A): Shell size A | Pos4(G): M3 | Pos5(09): Configuration 09 | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(S): Socket | Pos8(): Fixed value"
717AG15OL2P,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(A): Shell size A | Pos4(G): M3 | Pos5(15): Configuration 15 | Pos6(OL2): L = 6.02mm (.237"") | Pos7(P): Pin | Pos8(): Fixed value"
717AG15OL2S,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(A): Shell size A | Pos4(G): M3 | Pos5(15): Configuration 15 | Pos6(OL2): L = 6.02mm (.237"") | Pos7(S): Socket | Pos8(): Fixed value"
717AG15OL2CP,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(A): Shell size A | Pos4(G): M3 | Pos5(15): Configuration 15 | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(P): Pin | Pos8(): Fixed value"
717AG15OL2CS,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(A): Shell size A | Pos4(G): M3 | Pos5(15): Configuration 15 | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(S): Socket | Pos8(): Fixed value"
717AG25OL2P,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(A): Shell size A | Pos4(G): M3 | Pos5(25): Configuration 25 | Pos6(OL2): L = 6.02mm (.237"") | Pos7(P): Pin | Pos8(): Fixed value"
717AG25OL2S,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(A): Shell size A | Pos4(G): M3 | Pos5(25): Configuration 25 | Pos6(OL2): L = 6.02mm (.237"") | Pos7(S): Socket | Pos8(): Fixed value"
717AG25OL2CP,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(A): Shell size A | Pos4(G): M3 | Pos5(25): Configuration 25 | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(P): Pin | Pos8(): Fixed value"
717AG25OL2CS,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(A): Shell size A | Pos4(G): M3 | Pos5(25): Configuration 25 | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(S): Socket | Pos8(): Fixed value"
717AG37OL2P,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(A): Shell size A | Pos4(G): M3 | Pos5(37): Configuration 37 | Pos6(OL2): L = 6.02mm (.237"") | Pos7(P): Pin | Pos8(): Fixed value"
717AG37OL2S,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(A): Shell size A | Pos4(G): M3 | Pos5(37): Configuration 37 | Pos6(OL2): L = 6.02mm (.237"") | Pos7(S): Socket | Pos8(): Fixed value"
717AG37OL2CP,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(A): Shell size A | Pos4(G): M3 | Pos5(37): Configuration 37 | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(P): Pin | Pos8(): Fixed value"
717AG37OL2CS,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(A): Shell size A | Pos4(G): M3 | Pos5(37): Configuration 37 | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(S): Socket | Pos8(): Fixed value"
717AH09OL2P,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(A): Shell size A | Pos4(H): #4-40 | Pos5(09): Configuration 09 | Pos6(OL2): L = 6.02mm (.237"") | Pos7(P): Pin | Pos8(): Fixed value"
717AH09OL2S,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(A): Shell size A | Pos4(H): #4-40 | Pos5(09): Configuration 09 | Pos6(OL2): L = 6.02mm (.237"") | Pos7(S): Socket | Pos8(): Fixed value"
717AH09OL2CP,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(A): Shell size A | Pos4(H): #4-40 | Pos5(09): Configuration 09 | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(P): Pin | Pos8(): Fixed value"
717AH09OL2CS,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(A): Shell size A | Pos4(H): #4-40 | Pos5(09): Configuration 09 | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(S): Socket | Pos8(): Fixed value"
717AH15OL2P,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(A): Shell size A | Pos4(H): #4-40 | Pos5(15): Configuration 15 | Pos6(OL2): L = 6.02mm (.237"") | Pos7(P): Pin | Pos8(): Fixed value"
717AH15OL2S,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(A): Shell size A | Pos4(H): #4-40 | Pos5(15): Configuration 15 | Pos6(OL2): L = 6.02mm (.237"") | Pos7(S): Socket | Pos8(): Fixed value"
717AH15OL2CP,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(A): Shell size A | Pos4(H): #4-40 | Pos5(15): Configuration 15 | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(P): Pin | Pos8(): Fixed value"
717AH15OL2CS,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(A): Shell size A | Pos4(H): #4-40 | Pos5(15): Configuration 15 | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(S): Socket | Pos8(): Fixed value"
717AH25OL2P,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(A): Shell size A | Pos4(H): #4-40 | Pos5(25): Configuration 25 | Pos6(OL2): L = 6.02mm (.237"") | Pos7(P): Pin | Pos8(): Fixed value"
717AH25OL2S,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(A): Shell size A | Pos4(H): #4-40 | Pos5(25): Configuration 25 | Pos6(OL2): L = 6.02mm (.237"") | Pos7(S): Socket | Pos8(): Fixed value"
717AH25OL2CP,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(A): Shell size A | Pos4(H): #4-40 | Pos5(25): Configuration 25 | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(P): Pin | Pos8(): Fixed value"
717AH25OL2CS,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(A): Shell size A | Pos4(H): #4-40 | Pos5(25): Configuration 25 | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(S): Socket | Pos8(): Fixed value"
717AH37OL2P,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(A): Shell size A | Pos4(H): #4-40 | Pos5(37): Configuration 37 | Pos6(OL2): L = 6.02mm (.237"") | Pos7(P): Pin | Pos8(): Fixed value"
717AH37OL2S,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(A): Shell size A | Pos4(H): #4-40 | Pos5(37): Configuration 37 | Pos6(OL2): L = 6.02mm (.237"") | Pos7(S): Socket | Pos8(): Fixed value"
717AH37OL2CP,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(A): Shell size A | Pos4(H): #4-40 | Pos5(37): Configuration 37 | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(P): Pin | Pos8(): Fixed value"
717AH37OL2CS,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(A): Shell size A | Pos4(H): #4-40 | Pos5(37): Configuration 37 | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(S): Socket | Pos8(): Fixed value"
717BBlank09OL2P,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(B): Shell size B | Pos4(Blank): Clear Hole | Pos5(09): Configuration 09 | Pos6(OL2): L = 6.02mm (.237"") | Pos7(P): Pin | Pos8(): Fixed value"
717BBlank09OL2S,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(B): Shell size B | Pos4(Blank): Clear Hole | Pos5(09): Configuration 09 | Pos6(OL2): L = 6.02mm (.237"") | Pos7(S): Socket | Pos8(): Fixed value"
717BBlank09OL2CP,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(B): Shell size B | Pos4(Blank): Clear Hole | Pos5(09): Configuration 09 | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(P): Pin | Pos8(): Fixed value"
717BBlank09OL2CS,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(B): Shell size B | Pos4(Blank): Clear Hole | Pos5(09): Configuration 09 | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(S): Socket | Pos8(): Fixed value"
717BBlank15OL2P,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(B): Shell size B | Pos4(Blank): Clear Hole | Pos5(15): Configuration 15 | Pos6(OL2): L = 6.02mm (.237"") | Pos7(P): Pin | Pos8(): Fixed value"
717BBlank15OL2S,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(B): Shell size B | Pos4(Blank): Clear Hole | Pos5(15): Configuration 15 | Pos6(OL2): L = 6.02mm (.237"") | Pos7(S): Socket | Pos8(): Fixed value"
717BBlank15OL2CP,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(B): Shell size B | Pos4(Blank): Clear Hole | Pos5(15): Configuration 15 | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(P): Pin | Pos8(): Fixed value"
717BBlank15OL2CS,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(B): Shell size B | Pos4(Blank): Clear Hole | Pos5(15): Configuration 15 | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(S): Socket | Pos8(): Fixed value"
717BBlank25OL2P,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(B): Shell size B | Pos4(Blank): Clear Hole | Pos5(25): Configuration 25 | Pos6(OL2): L = 6.02mm (.237"") | Pos7(P): Pin | Pos8(): Fixed value"
717BBlank25OL2S,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(B): Shell size B | Pos4(Blank): Clear Hole | Pos5(25): Configuration 25 | Pos6(OL2): L = 6.02mm (.237"") | Pos7(S): Socket | Pos8(): Fixed value"
717BBlank25OL2CP,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(B): Shell size B | Pos4(Blank): Clear Hole | Pos5(25): Configuration 25 | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(P): Pin | Pos8(): Fixed value"
717BBlank25OL2CS,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(B): Shell size B | Pos4(Blank): Clear Hole | Pos5(25): Configuration 25 | Pos6(OL2C): L = 11.48mm (.452"") | Pos7(S): Socket | Pos8(): Fixed value"
717BBlank37OL2P,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(B): Shell size B | Pos4(Blank): Clear Hole | Pos5(37): Configuration 37 | Pos6(OL2): L = 6.02mm (.237"") | Pos7(P): Pin | Pos8(): Fixed value"
717BBlank37OL2S,How to Order,,"Pos1(): Fixed value | Pos2(717): Tinned shell + dimples for plug | Pos3(B): Shell size B | Pos4(Blank): Clear Hole | Pos5(37): Configuration 37 | Pos6(OL2): L = 6.02mm (.237"") | Pos7(S): Socket | Pos8(): Fixed value"
