full_part_number,section,subsection,position_details
D2M0112100,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D2): 24 to 28 AWG | Pos4(M): Male | Pos5(01): Flash Gold | Pos6(12): 0.4µ (15µ"") + 2µm (78µ"") Sn | Pos7(100): Bulkpack unit (100 cts)"
D2M0112400,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D2): 24 to 28 AWG | Pos4(M): Male | Pos5(01): Flash Gold | Pos6(12): 0.4µ (15µ"") + 2µm (78µ"") Sn | Pos7(400): Reel of 400 cts"
D2M01122K,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D2): 24 to 28 AWG | Pos4(M): Male | Pos5(01): Flash Gold | Pos6(12): 0.4µ (15µ"") + 2µm (78µ"") Sn | Pos7(2K): Reel of 2000 cts"
D2M011210K,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D2): 24 to 28 AWG | Pos4(M): Male | Pos5(01): Flash Gold | Pos6(12): 0.4µ (15µ"") + 2µm (78µ"") Sn | Pos7(10K): Reel of 10000 cts (right feed reel)"
D2M011210G,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D2): 24 to 28 AWG | Pos4(M): Male | Pos5(01): Flash Gold | Pos6(12): 0.4µ (15µ"") + 2µm (78µ"") Sn | Pos7(10G): Reel of 10000 cts (left feed reel)"
D2M0114100,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D2): 24 to 28 AWG | Pos4(M): Male | Pos5(01): Flash Gold | Pos6(14): 0.76µ (30µ"") + 2µm (78µ"") Sn | Pos7(100): Bulkpack unit (100 cts)"
D2M0114400,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D2): 24 to 28 AWG | Pos4(M): Male | Pos5(01): Flash Gold | Pos6(14): 0.76µ (30µ"") + 2µm (78µ"") Sn | Pos7(400): Reel of 400 cts"
D2M01142K,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D2): 24 to 28 AWG | Pos4(M): Male | Pos5(01): Flash Gold | Pos6(14): 0.76µ (30µ"") + 2µm (78µ"") Sn | Pos7(2K): Reel of 2000 cts"
D2M011410K,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D2): 24 to 28 AWG | Pos4(M): Male | Pos5(01): Flash Gold | Pos6(14): 0.76µ (30µ"") + 2µm (78µ"") Sn | Pos7(10K): Reel of 10000 cts (right feed reel)"
D2M011410G,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D2): 24 to 28 AWG | Pos4(M): Male | Pos5(01): Flash Gold | Pos6(14): 0.76µ (30µ"") + 2µm (78µ"") Sn | Pos7(10G): Reel of 10000 cts (left feed reel)"
D2M0211100,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D2): 24 to 28 AWG | Pos4(M): Male | Pos5(02): 0.4µ (15µ"") | Pos6(11): Flash Gold + 2µm (78µ"") Sn | Pos7(100): Bulkpack unit (100 cts)"
D2M0211400,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D2): 24 to 28 AWG | Pos4(M): Male | Pos5(02): 0.4µ (15µ"") | Pos6(11): Flash Gold + 2µm (78µ"") Sn | Pos7(400): Reel of 400 cts"
D2M02112K,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D2): 24 to 28 AWG | Pos4(M): Male | Pos5(02): 0.4µ (15µ"") | Pos6(11): Flash Gold + 2µm (78µ"") Sn | Pos7(2K): Reel of 2000 cts"
D2M021110K,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D2): 24 to 28 AWG | Pos4(M): Male | Pos5(02): 0.4µ (15µ"") | Pos6(11): Flash Gold + 2µm (78µ"") Sn | Pos7(10K): Reel of 10000 cts (right feed reel)"
D2M021110G,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D2): 24 to 28 AWG | Pos4(M): Male | Pos5(02): 0.4µ (15µ"") | Pos6(11): Flash Gold + 2µm (78µ"") Sn | Pos7(10G): Reel of 10000 cts (left feed reel)"
D2M0212100,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D2): 24 to 28 AWG | Pos4(M): Male | Pos5(02): 0.4µ (15µ"") | Pos6(12): 0.4µ (15µ"") + 2µm (78µ"") Sn | Pos7(100): Bulkpack unit (100 cts)"
D2M0212400,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D2): 24 to 28 AWG | Pos4(M): Male | Pos5(02): 0.4µ (15µ"") | Pos6(12): 0.4µ (15µ"") + 2µm (78µ"") Sn | Pos7(400): Reel of 400 cts"
D2M02122K,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D2): 24 to 28 AWG | Pos4(M): Male | Pos5(02): 0.4µ (15µ"") | Pos6(12): 0.4µ (15µ"") + 2µm (78µ"") Sn | Pos7(2K): Reel of 2000 cts"
D2M021210K,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D2): 24 to 28 AWG | Pos4(M): Male | Pos5(02): 0.4µ (15µ"") | Pos6(12): 0.4µ (15µ"") + 2µm (78µ"") Sn | Pos7(10K): Reel of 10000 cts (right feed reel)"
D2M021210G,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D2): 24 to 28 AWG | Pos4(M): Male | Pos5(02): 0.4µ (15µ"") | Pos6(12): 0.4µ (15µ"") + 2µm (78µ"") Sn | Pos7(10G): Reel of 10000 cts (left feed reel)"
D2M0214100,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D2): 24 to 28 AWG | Pos4(M): Male | Pos5(02): 0.4µ (15µ"") | Pos6(14): 0.76µ (30µ"") + 2µm (78µ"") Sn | Pos7(100): Bulkpack unit (100 cts)"
D2M0214400,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D2): 24 to 28 AWG | Pos4(M): Male | Pos5(02): 0.4µ (15µ"") | Pos6(14): 0.76µ (30µ"") + 2µm (78µ"") Sn | Pos7(400): Reel of 400 cts"
D2M02142K,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D2): 24 to 28 AWG | Pos4(M): Male | Pos5(02): 0.4µ (15µ"") | Pos6(14): 0.76µ (30µ"") + 2µm (78µ"") Sn | Pos7(2K): Reel of 2000 cts"
D2M021410K,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D2): 24 to 28 AWG | Pos4(M): Male | Pos5(02): 0.4µ (15µ"") | Pos6(14): 0.76µ (30µ"") + 2µm (78µ"") Sn | Pos7(10K): Reel of 10000 cts (right feed reel)"
D2M021410G,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D2): 24 to 28 AWG | Pos4(M): Male | Pos5(02): 0.4µ (15µ"") | Pos6(14): 0.76µ (30µ"") + 2µm (78µ"") Sn | Pos7(10G): Reel of 10000 cts (left feed reel)"
D2M0411100,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D2): 24 to 28 AWG | Pos4(M): Male | Pos5(04): 0.76µ (30µ"") | Pos6(11): Flash Gold + 2µm (78µ"") Sn | Pos7(100): Bulkpack unit (100 cts)"
D2M0411400,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D2): 24 to 28 AWG | Pos4(M): Male | Pos5(04): 0.76µ (30µ"") | Pos6(11): Flash Gold + 2µm (78µ"") Sn | Pos7(400): Reel of 400 cts"
D2M04112K,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D2): 24 to 28 AWG | Pos4(M): Male | Pos5(04): 0.76µ (30µ"") | Pos6(11): Flash Gold + 2µm (78µ"") Sn | Pos7(2K): Reel of 2000 cts"
D2M041110K,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D2): 24 to 28 AWG | Pos4(M): Male | Pos5(04): 0.76µ (30µ"") | Pos6(11): Flash Gold + 2µm (78µ"") Sn | Pos7(10K): Reel of 10000 cts (right feed reel)"
D2M041110G,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D2): 24 to 28 AWG | Pos4(M): Male | Pos5(04): 0.76µ (30µ"") | Pos6(11): Flash Gold + 2µm (78µ"") Sn | Pos7(10G): Reel of 10000 cts (left feed reel)"
D2M0412100,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D2): 24 to 28 AWG | Pos4(M): Male | Pos5(04): 0.76µ (30µ"") | Pos6(12): 0.4µ (15µ"") + 2µm (78µ"") Sn | Pos7(100): Bulkpack unit (100 cts)"
D2M0412400,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D2): 24 to 28 AWG | Pos4(M): Male | Pos5(04): 0.76µ (30µ"") | Pos6(12): 0.4µ (15µ"") + 2µm (78µ"") Sn | Pos7(400): Reel of 400 cts"
D2M04122K,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D2): 24 to 28 AWG | Pos4(M): Male | Pos5(04): 0.76µ (30µ"") | Pos6(12): 0.4µ (15µ"") + 2µm (78µ"") Sn | Pos7(2K): Reel of 2000 cts"
D2M041210K,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D2): 24 to 28 AWG | Pos4(M): Male | Pos5(04): 0.76µ (30µ"") | Pos6(12): 0.4µ (15µ"") + 2µm (78µ"") Sn | Pos7(10K): Reel of 10000 cts (right feed reel)"
D2M041210G,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D2): 24 to 28 AWG | Pos4(M): Male | Pos5(04): 0.76µ (30µ"") | Pos6(12): 0.4µ (15µ"") + 2µm (78µ"") Sn | Pos7(10G): Reel of 10000 cts (left feed reel)"
D2M0414100,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D2): 24 to 28 AWG | Pos4(M): Male | Pos5(04): 0.76µ (30µ"") | Pos6(14): 0.76µ (30µ"") + 2µm (78µ"") Sn | Pos7(100): Bulkpack unit (100 cts)"
D2M0414400,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D2): 24 to 28 AWG | Pos4(M): Male | Pos5(04): 0.76µ (30µ"") | Pos6(14): 0.76µ (30µ"") + 2µm (78µ"") Sn | Pos7(400): Reel of 400 cts"
D2M04142K,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D2): 24 to 28 AWG | Pos4(M): Male | Pos5(04): 0.76µ (30µ"") | Pos6(14): 0.76µ (30µ"") + 2µm (78µ"") Sn | Pos7(2K): Reel of 2000 cts"
D2M041410K,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D2): 24 to 28 AWG | Pos4(M): Male | Pos5(04): 0.76µ (30µ"") | Pos6(14): 0.76µ (30µ"") + 2µm (78µ"") Sn | Pos7(10K): Reel of 10000 cts (right feed reel)"
D2M041410G,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D2): 24 to 28 AWG | Pos4(M): Male | Pos5(04): 0.76µ (30µ"") | Pos6(14): 0.76µ (30µ"") + 2µm (78µ"") Sn | Pos7(10G): Reel of 10000 cts (left feed reel)"
D2F0111100,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D2): 24 to 28 AWG | Pos4(F): Female | Pos5(01): Flash Gold | Pos6(11): Flash Gold + 2µm (78µ"") Sn | Pos7(100): Bulkpack unit (100 cts)"
D2F0111400,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D2): 24 to 28 AWG | Pos4(F): Female | Pos5(01): Flash Gold | Pos6(11): Flash Gold + 2µm (78µ"") Sn | Pos7(400): Reel of 400 cts"
D2F01112K,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D2): 24 to 28 AWG | Pos4(F): Female | Pos5(01): Flash Gold | Pos6(11): Flash Gold + 2µm (78µ"") Sn | Pos7(2K): Reel of 2000 cts"
D2F011110K,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D2): 24 to 28 AWG | Pos4(F): Female | Pos5(01): Flash Gold | Pos6(11): Flash Gold + 2µm (78µ"") Sn | Pos7(10K): Reel of 10000 cts (right feed reel)"
D2F011110G,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D2): 24 to 28 AWG | Pos4(F): Female | Pos5(01): Flash Gold | Pos6(11): Flash Gold + 2µm (78µ"") Sn | Pos7(10G): Reel of 10000 cts (left feed reel)"
D2F0112100,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D2): 24 to 28 AWG | Pos4(F): Female | Pos5(01): Flash Gold | Pos6(12): 0.4µ (15µ"") + 2µm (78µ"") Sn | Pos7(100): Bulkpack unit (100 cts)"
D2F0112400,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D2): 24 to 28 AWG | Pos4(F): Female | Pos5(01): Flash Gold | Pos6(12): 0.4µ (15µ"") + 2µm (78µ"") Sn | Pos7(400): Reel of 400 cts"
D2F01122K,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D2): 24 to 28 AWG | Pos4(F): Female | Pos5(01): Flash Gold | Pos6(12): 0.4µ (15µ"") + 2µm (78µ"") Sn | Pos7(2K): Reel of 2000 cts"
D2F011210K,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D2): 24 to 28 AWG | Pos4(F): Female | Pos5(01): Flash Gold | Pos6(12): 0.4µ (15µ"") + 2µm (78µ"") Sn | Pos7(10K): Reel of 10000 cts (right feed reel)"
D2F011210G,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D2): 24 to 28 AWG | Pos4(F): Female | Pos5(01): Flash Gold | Pos6(12): 0.4µ (15µ"") + 2µm (78µ"") Sn | Pos7(10G): Reel of 10000 cts (left feed reel)"
D2F0114100,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D2): 24 to 28 AWG | Pos4(F): Female | Pos5(01): Flash Gold | Pos6(14): 0.76µ (30µ"") + 2µm (78µ"") Sn | Pos7(100): Bulkpack unit (100 cts)"
D2F0114400,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D2): 24 to 28 AWG | Pos4(F): Female | Pos5(01): Flash Gold | Pos6(14): 0.76µ (30µ"") + 2µm (78µ"") Sn | Pos7(400): Reel of 400 cts"
D2F01142K,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D2): 24 to 28 AWG | Pos4(F): Female | Pos5(01): Flash Gold | Pos6(14): 0.76µ (30µ"") + 2µm (78µ"") Sn | Pos7(2K): Reel of 2000 cts"
D2F011410K,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D2): 24 to 28 AWG | Pos4(F): Female | Pos5(01): Flash Gold | Pos6(14): 0.76µ (30µ"") + 2µm (78µ"") Sn | Pos7(10K): Reel of 10000 cts (right feed reel)"
D2F011410G,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D2): 24 to 28 AWG | Pos4(F): Female | Pos5(01): Flash Gold | Pos6(14): 0.76µ (30µ"") + 2µm (78µ"") Sn | Pos7(10G): Reel of 10000 cts (left feed reel)"
D2F0211100,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D2): 24 to 28 AWG | Pos4(F): Female | Pos5(02): 0.4µ (15µ"") | Pos6(11): Flash Gold + 2µm (78µ"") Sn | Pos7(100): Bulkpack unit (100 cts)"
D2F0211400,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D2): 24 to 28 AWG | Pos4(F): Female | Pos5(02): 0.4µ (15µ"") | Pos6(11): Flash Gold + 2µm (78µ"") Sn | Pos7(400): Reel of 400 cts"
D2F02112K,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D2): 24 to 28 AWG | Pos4(F): Female | Pos5(02): 0.4µ (15µ"") | Pos6(11): Flash Gold + 2µm (78µ"") Sn | Pos7(2K): Reel of 2000 cts"
D2F021110K,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D2): 24 to 28 AWG | Pos4(F): Female | Pos5(02): 0.4µ (15µ"") | Pos6(11): Flash Gold + 2µm (78µ"") Sn | Pos7(10K): Reel of 10000 cts (right feed reel)"
D2F021110G,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D2): 24 to 28 AWG | Pos4(F): Female | Pos5(02): 0.4µ (15µ"") | Pos6(11): Flash Gold + 2µm (78µ"") Sn | Pos7(10G): Reel of 10000 cts (left feed reel)"
D2F0212100,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D2): 24 to 28 AWG | Pos4(F): Female | Pos5(02): 0.4µ (15µ"") | Pos6(12): 0.4µ (15µ"") + 2µm (78µ"") Sn | Pos7(100): Bulkpack unit (100 cts)"
D2F0212400,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D2): 24 to 28 AWG | Pos4(F): Female | Pos5(02): 0.4µ (15µ"") | Pos6(12): 0.4µ (15µ"") + 2µm (78µ"") Sn | Pos7(400): Reel of 400 cts"
D2F02122K,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D2): 24 to 28 AWG | Pos4(F): Female | Pos5(02): 0.4µ (15µ"") | Pos6(12): 0.4µ (15µ"") + 2µm (78µ"") Sn | Pos7(2K): Reel of 2000 cts"
D2F021210K,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D2): 24 to 28 AWG | Pos4(F): Female | Pos5(02): 0.4µ (15µ"") | Pos6(12): 0.4µ (15µ"") + 2µm (78µ"") Sn | Pos7(10K): Reel of 10000 cts (right feed reel)"
D2F021210G,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D2): 24 to 28 AWG | Pos4(F): Female | Pos5(02): 0.4µ (15µ"") | Pos6(12): 0.4µ (15µ"") + 2µm (78µ"") Sn | Pos7(10G): Reel of 10000 cts (left feed reel)"
D2F0214100,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D2): 24 to 28 AWG | Pos4(F): Female | Pos5(02): 0.4µ (15µ"") | Pos6(14): 0.76µ (30µ"") + 2µm (78µ"") Sn | Pos7(100): Bulkpack unit (100 cts)"
D2F0214400,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D2): 24 to 28 AWG | Pos4(F): Female | Pos5(02): 0.4µ (15µ"") | Pos6(14): 0.76µ (30µ"") + 2µm (78µ"") Sn | Pos7(400): Reel of 400 cts"
D2F02142K,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D2): 24 to 28 AWG | Pos4(F): Female | Pos5(02): 0.4µ (15µ"") | Pos6(14): 0.76µ (30µ"") + 2µm (78µ"") Sn | Pos7(2K): Reel of 2000 cts"
D2F021410K,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D2): 24 to 28 AWG | Pos4(F): Female | Pos5(02): 0.4µ (15µ"") | Pos6(14): 0.76µ (30µ"") + 2µm (78µ"") Sn | Pos7(10K): Reel of 10000 cts (right feed reel)"
D2F021410G,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D2): 24 to 28 AWG | Pos4(F): Female | Pos5(02): 0.4µ (15µ"") | Pos6(14): 0.76µ (30µ"") + 2µm (78µ"") Sn | Pos7(10G): Reel of 10000 cts (left feed reel)"
D2F0411100,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D2): 24 to 28 AWG | Pos4(F): Female | Pos5(04): 0.76µ (30µ"") | Pos6(11): Flash Gold + 2µm (78µ"") Sn | Pos7(100): Bulkpack unit (100 cts)"
D2F0411400,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D2): 24 to 28 AWG | Pos4(F): Female | Pos5(04): 0.76µ (30µ"") | Pos6(11): Flash Gold + 2µm (78µ"") Sn | Pos7(400): Reel of 400 cts"
D2F04112K,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D2): 24 to 28 AWG | Pos4(F): Female | Pos5(04): 0.76µ (30µ"") | Pos6(11): Flash Gold + 2µm (78µ"") Sn | Pos7(2K): Reel of 2000 cts"
D2F041110K,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D2): 24 to 28 AWG | Pos4(F): Female | Pos5(04): 0.76µ (30µ"") | Pos6(11): Flash Gold + 2µm (78µ"") Sn | Pos7(10K): Reel of 10000 cts (right feed reel)"
D2F041110G,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D2): 24 to 28 AWG | Pos4(F): Female | Pos5(04): 0.76µ (30µ"") | Pos6(11): Flash Gold + 2µm (78µ"") Sn | Pos7(10G): Reel of 10000 cts (left feed reel)"
D2F0412100,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D2): 24 to 28 AWG | Pos4(F): Female | Pos5(04): 0.76µ (30µ"") | Pos6(12): 0.4µ (15µ"") + 2µm (78µ"") Sn | Pos7(100): Bulkpack unit (100 cts)"
D2F0412400,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D2): 24 to 28 AWG | Pos4(F): Female | Pos5(04): 0.76µ (30µ"") | Pos6(12): 0.4µ (15µ"") + 2µm (78µ"") Sn | Pos7(400): Reel of 400 cts"
D2F04122K,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D2): 24 to 28 AWG | Pos4(F): Female | Pos5(04): 0.76µ (30µ"") | Pos6(12): 0.4µ (15µ"") + 2µm (78µ"") Sn | Pos7(2K): Reel of 2000 cts"
D2F041210K,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D2): 24 to 28 AWG | Pos4(F): Female | Pos5(04): 0.76µ (30µ"") | Pos6(12): 0.4µ (15µ"") + 2µm (78µ"") Sn | Pos7(10K): Reel of 10000 cts (right feed reel)"
D2F041210G,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D2): 24 to 28 AWG | Pos4(F): Female | Pos5(04): 0.76µ (30µ"") | Pos6(12): 0.4µ (15µ"") + 2µm (78µ"") Sn | Pos7(10G): Reel of 10000 cts (left feed reel)"
D2F0414100,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D2): 24 to 28 AWG | Pos4(F): Female | Pos5(04): 0.76µ (30µ"") | Pos6(14): 0.76µ (30µ"") + 2µm (78µ"") Sn | Pos7(100): Bulkpack unit (100 cts)"
D2F0414400,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D2): 24 to 28 AWG | Pos4(F): Female | Pos5(04): 0.76µ (30µ"") | Pos6(14): 0.76µ (30µ"") + 2µm (78µ"") Sn | Pos7(400): Reel of 400 cts"
D2F04142K,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D2): 24 to 28 AWG | Pos4(F): Female | Pos5(04): 0.76µ (30µ"") | Pos6(14): 0.76µ (30µ"") + 2µm (78µ"") Sn | Pos7(2K): Reel of 2000 cts"
D2F041410K,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D2): 24 to 28 AWG | Pos4(F): Female | Pos5(04): 0.76µ (30µ"") | Pos6(14): 0.76µ (30µ"") + 2µm (78µ"") Sn | Pos7(10K): Reel of 10000 cts (right feed reel)"
D2F041410G,How to order RR (standard density),Contacts,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(D2): 24 to 28 AWG | Pos4(F): Female | Pos5(04): 0.76µ (30µ"") | Pos6(14): 0.76µ (30µ"") + 2µm (78µ"") Sn | Pos7(10G): Reel of 10000 cts (left feed reel)"
177EHVFP15,How to order HR (high density),Housings,Pos1(): Fixed value | Pos2(177): Tinned shell for receptacle | Pos3(E): Shell size E | Pos4(H): Rear insert 4-40 | Pos5(VF): Front screwlock 4-40 | Pos6(P): Pin | Pos7(15): Configuration 15
177EHVFP26,How to order HR (high density),Housings,Pos1(): Fixed value | Pos2(177): Tinned shell for receptacle | Pos3(E): Shell size E | Pos4(H): Rear insert 4-40 | Pos5(VF): Front screwlock 4-40 | Pos6(P): Pin | Pos7(26): Configuration 26
