full_part_number,section,subsection,position_details
3720211,How to order,,Pos1(): Fixed value | Pos2(): Fixed value | Pos3(37): 37 contacts | Pos4(2): Socket | Pos5(0): Gold flash | Pos6(2): #4-40 UNC screwlock installed | Pos7(1): With boardlock | Pos8(1): Tin over nickel
3720401,How to order,,Pos1(): Fixed value | Pos2(): Fixed value | Pos3(37): 37 contacts | Pos4(2): Socket | Pos5(0): Gold flash | Pos6(4): M3 threaded hole | Pos7(0): Without boardlock | Pos8(1): Tin over nickel
3720411,How to order,,Pos1(): Fixed value | Pos2(): Fixed value | Pos3(37): 37 contacts | Pos4(2): Socket | Pos5(0): Gold flash | Pos6(4): M3 threaded hole | Pos7(1): With boardlock | Pos8(1): Tin over nickel
3720501,How to order,,Pos1(): Fixed value | Pos2(): Fixed value | Pos3(37): 37 contacts | Pos4(2): Socket | Pos5(0): Gold flash | Pos6(5): M3 screwlock installed | Pos7(0): Without boardlock | Pos8(1): Tin over nickel
3720511,How to order,,Pos1(): Fixed value | Pos2(): Fixed value | Pos3(37): 37 contacts | Pos4(2): Socket | Pos5(0): Gold flash | Pos6(5): M3 screwlock installed | Pos7(1): With boardlock | Pos8(1): Tin over nickel
3721001,How to order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(37): 37 contacts | Pos4(2): Socket | Pos5(1): 0.4 µm (15µ"") | Pos6(0): 3.10mm clear hole | Pos7(0): Without boardlock | Pos8(1): Tin over nickel"
3721011,How to order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(37): 37 contacts | Pos4(2): Socket | Pos5(1): 0.4 µm (15µ"") | Pos6(0): 3.10mm clear hole | Pos7(1): With boardlock | Pos8(1): Tin over nickel"
3721101,How to order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(37): 37 contacts | Pos4(2): Socket | Pos5(1): 0.4 µm (15µ"") | Pos6(1): #4-40 threaded hole | Pos7(0): Without boardlock | Pos8(1): Tin over nickel"
3721111,How to order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(37): 37 contacts | Pos4(2): Socket | Pos5(1): 0.4 µm (15µ"") | Pos6(1): #4-40 threaded hole | Pos7(1): With boardlock | Pos8(1): Tin over nickel"
3721201,How to order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(37): 37 contacts | Pos4(2): Socket | Pos5(1): 0.4 µm (15µ"") | Pos6(2): #4-40 UNC screwlock installed | Pos7(0): Without boardlock | Pos8(1): Tin over nickel"
3721211,How to order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(37): 37 contacts | Pos4(2): Socket | Pos5(1): 0.4 µm (15µ"") | Pos6(2): #4-40 UNC screwlock installed | Pos7(1): With boardlock | Pos8(1): Tin over nickel"
3721401,How to order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(37): 37 contacts | Pos4(2): Socket | Pos5(1): 0.4 µm (15µ"") | Pos6(4): M3 threaded hole | Pos7(0): Without boardlock | Pos8(1): Tin over nickel"
3721411,How to order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(37): 37 contacts | Pos4(2): Socket | Pos5(1): 0.4 µm (15µ"") | Pos6(4): M3 threaded hole | Pos7(1): With boardlock | Pos8(1): Tin over nickel"
3721501,How to order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(37): 37 contacts | Pos4(2): Socket | Pos5(1): 0.4 µm (15µ"") | Pos6(5): M3 screwlock installed | Pos7(0): Without boardlock | Pos8(1): Tin over nickel"
3721511,How to order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(37): 37 contacts | Pos4(2): Socket | Pos5(1): 0.4 µm (15µ"") | Pos6(5): M3 screwlock installed | Pos7(1): With boardlock | Pos8(1): Tin over nickel"
3722001,How to order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(37): 37 contacts | Pos4(2): Socket | Pos5(2): 0.76 µm (30µ"") | Pos6(0): 3.10mm clear hole | Pos7(0): Without boardlock | Pos8(1): Tin over nickel"
3722011,How to order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(37): 37 contacts | Pos4(2): Socket | Pos5(2): 0.76 µm (30µ"") | Pos6(0): 3.10mm clear hole | Pos7(1): With boardlock | Pos8(1): Tin over nickel"
3722101,How to order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(37): 37 contacts | Pos4(2): Socket | Pos5(2): 0.76 µm (30µ"") | Pos6(1): #4-40 threaded hole | Pos7(0): Without boardlock | Pos8(1): Tin over nickel"
3722111,How to order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(37): 37 contacts | Pos4(2): Socket | Pos5(2): 0.76 µm (30µ"") | Pos6(1): #4-40 threaded hole | Pos7(1): With boardlock | Pos8(1): Tin over nickel"
3722201,How to order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(37): 37 contacts | Pos4(2): Socket | Pos5(2): 0.76 µm (30µ"") | Pos6(2): #4-40 UNC screwlock installed | Pos7(0): Without boardlock | Pos8(1): Tin over nickel"
3722211,How to order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(37): 37 contacts | Pos4(2): Socket | Pos5(2): 0.76 µm (30µ"") | Pos6(2): #4-40 UNC screwlock installed | Pos7(1): With boardlock | Pos8(1): Tin over nickel"
3722401,How to order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(37): 37 contacts | Pos4(2): Socket | Pos5(2): 0.76 µm (30µ"") | Pos6(4): M3 threaded hole | Pos7(0): Without boardlock | Pos8(1): Tin over nickel"
3722411,How to order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(37): 37 contacts | Pos4(2): Socket | Pos5(2): 0.76 µm (30µ"") | Pos6(4): M3 threaded hole | Pos7(1): With boardlock | Pos8(1): Tin over nickel"
3722501,How to order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(37): 37 contacts | Pos4(2): Socket | Pos5(2): 0.76 µm (30µ"") | Pos6(5): M3 screwlock installed | Pos7(0): Without boardlock | Pos8(1): Tin over nickel"
3722511,How to order,,"Pos1(): Fixed value | Pos2(): Fixed value | Pos3(37): 37 contacts | Pos4(2): Socket | Pos5(2): 0.76 µm (30µ"") | Pos6(5): M3 screwlock installed | Pos7(1): With boardlock | Pos8(1): Tin over nickel"
