NUMBER_OF_CONTACTS_A	ROHS_COMPLIANT	GOLD_FLASH	DENSITY	SHELL_SIZE	REAR_MOUNTING_OPTION	FRONT_MOUNTING_OPTIO	CONTACT_TYPE	CONFIGURATION	PLATING_OPTION
Nb of Contacts									
	L	777	SD	D	G	VFM	S	15, 26, 44, 62, 78	C309
	L	777	HD	E	H	no digit	P	09, 15, 25, 37, 50	C309
	L	777	HD	E	H	no digit	P	15, 26, 44, 62, 78	C309
	L	777	HD	E	H	no digit	S	09, 15, 25, 37, 50	C309
	L	777	HD	E	H	no digit	S	15, 26, 44, 62, 78	C309
	L	777	HD	E	H	VF	P	09, 15, 25, 37, 50	C309
	L	777	HD	E	H	VF	P	15, 26, 44, 62, 78	C309
	L	777	HD	E	H	VF	S	09, 15, 25, 37, 50	C309
	L	777	HD	E	H	VF	S	15, 26, 44, 62, 78	C309
	L	777	HD	E	H	VFM	P	09, 15, 25, 37, 50	C309
	L	777	HD	E	H	VFM	P	15, 26, 44, 62, 78	C309
	L	777	HD	E	H	VFM	S	09, 15, 25, 37, 50	C309
	L	777	HD	E	H	VFM	S	15, 26, 44, 62, 78	C309
	L	777	HD	E	G	no digit	P	09, 15, 25, 37, 50	C309
	L	777	HD	E	G	no digit	P	15, 26, 44, 62, 78	C309
	L	777	HD	E	G	no digit	S	09, 15, 25, 37, 50	C309
	L	777	HD	E	G	no digit	S	15, 26, 44, 62, 78	C309
	L	777	HD	E	G	VF	P	09, 15, 25, 37, 50	C309
	L	777	HD	E	G	VF	P	15, 26, 44, 62, 78	C309
	L	777	HD	E	G	VF	S	09, 15, 25, 37, 50	C309
	L	777	HD	E	G	VF	S	15, 26, 44, 62, 78	C309
	L	777	HD	E	G	VFM	P	09, 15, 25, 37, 50	C309
	L	777	HD	E	G	VFM	P	15, 26, 44, 62, 78	C309
	L	777	HD	E	G	VFM	S	09, 15, 25, 37, 50	C309
	L	777	HD	E	G	VFM	S	15, 26, 44, 62, 78	C309
	L	777	HD	A	H	no digit	P	09, 15, 25, 37, 50	C309
	L	777	HD	A	H	no digit	P	15, 26, 44, 62, 78	C309
	L	777	HD	A	H	no digit	S	09, 15, 25, 37, 50	C309
	L	777	HD	A	H	no digit	S	15, 26, 44, 62, 78	C309
	L	777	HD	A	H	VF	P	09, 15, 25, 37, 50	C309
	L	777	HD	A	H	VF	P	15, 26, 44, 62, 78	C309
	L	777	HD	A	H	VF	S	09, 15, 25, 37, 50	C309
	L	777	HD	A	H	VF	S	15, 26, 44, 62, 78	C309
	L	777	HD	A	H	VFM	P	09, 15, 25, 37, 50	C309
	L	777	HD	A	H	VFM	P	15, 26, 44, 62, 78	C309
	L	777	HD	A	H	VFM	S	09, 15, 25, 37, 50	C309
	L	777	HD	A	H	VFM	S	15, 26, 44, 62, 78	C309
	L	777	HD	A	G	no digit	P	09, 15, 25, 37, 50	C309
	L	777	HD	A	G	no digit	P	15, 26, 44, 62, 78	C309
	L	777	HD	A	G	no digit	S	09, 15, 25, 37, 50	C309
	L	777	HD	A	G	no digit	S	15, 26, 44, 62, 78	C309
	L	777	HD	A	G	VF	P	09, 15, 25, 37, 50	C309
	L	777	HD	A	G	VF	P	15, 26, 44, 62, 78	C309
	L	777	HD	A	G	VF	S	09, 15, 25, 37, 50	C309
	L	777	HD	A	G	VF	S	15, 26, 44, 62, 78	C309
	L	777	HD	A	G	VFM	P	09, 15, 25, 37, 50	C309
	L	777	HD	A	G	VFM	P	15, 26, 44, 62, 78	C309
	L	777	HD	A	G	VFM	S	09, 15, 25, 37, 50	C309
	L	777	HD	A	G	VFM	S	15, 26, 44, 62, 78	C309
	L	777	HD	B	H	no digit	P	09, 15, 25, 37, 50	C309
	L	777	HD	B	H	no digit	P	15, 26, 44, 62, 78	C309
	L	777	HD	B	H	no digit	S	09, 15, 25, 37, 50	C309
	L	777	HD	B	H	no digit	S	15, 26, 44, 62, 78	C309
	L	777	HD	B	H	VF	P	09, 15, 25, 37, 50	C309
	L	777	HD	B	H	VF	P	15, 26, 44, 62, 78	C309
	L	777	HD	B	H	VF	S	09, 15, 25, 37, 50	C309
	L	777	HD	B	H	VF	S	15, 26, 44, 62, 78	C309
	L	777	HD	B	H	VFM	P	09, 15, 25, 37, 50	C309
	L	777	HD	B	H	VFM	P	15, 26, 44, 62, 78	C309
	L	777	HD	B	H	VFM	S	09, 15, 25, 37, 50	C309
	L	777	HD	B	H	VFM	S	15, 26, 44, 62, 78	C309
	L	777	HD	B	G	no digit	P	09, 15, 25, 37, 50	C309
	L	777	HD	B	G	no digit	P	15, 26, 44, 62, 78	C309
	L	777	HD	B	G	no digit	S	09, 15, 25, 37, 50	C309
	L	777	HD	B	G	no digit	S	15, 26, 44, 62, 78	C309
	L	777	HD	B	G	VF	P	09, 15, 25, 37, 50	C309
	L	777	HD	B	G	VF	P	15, 26, 44, 62, 78	C309
	L	777	HD	B	G	VF	S	09, 15, 25, 37, 50	C309
	L	777	HD	B	G	VF	S	15, 26, 44, 62, 78	C309
	L	777	HD	B	G	VFM	P	09, 15, 25, 37, 50	C309
	L	777	HD	B	G	VFM	P	15, 26, 44, 62, 78	C309
	L	777	HD	B	G	VFM	S	09, 15, 25, 37, 50	C309
	L	777	HD	B	G	VFM	S	15, 26, 44, 62, 78	C309
	L	777	HD	C	H	no digit	P	09, 15, 25, 37, 50	C309
	L	777	HD	C	H	no digit	P	15, 26, 44, 62, 78	C309
	L	777	HD	C	H	no digit	S	09, 15, 25, 37, 50	C309
	L	777	HD	C	H	no digit	S	15, 26, 44, 62, 78	C309
	L	777	HD	C	H	VF	P	09, 15, 25, 37, 50	C309
	L	777	HD	C	H	VF	P	15, 26, 44, 62, 78	C309
	L	777	HD	C	H	VF	S	09, 15, 25, 37, 50	C309
	L	777	HD	C	H	VF	S	15, 26, 44, 62, 78	C309
	L	777	HD	C	H	VFM	P	09, 15, 25, 37, 50	C309
	L	777	HD	C	H	VFM	P	15, 26, 44, 62, 78	C309
	L	777	HD	C	H	VFM	S	09, 15, 25, 37, 50	C309
	L	777	HD	C	H	VFM	S	15, 26, 44, 62, 78	C309
	L	777	HD	C	G	no digit	P	09, 15, 25, 37, 50	C309
	L	777	HD	C	G	no digit	P	15, 26, 44, 62, 78	C309
	L	777	HD	C	G	no digit	S	09, 15, 25, 37, 50	C309
	L	777	HD	C	G	no digit	S	15, 26, 44, 62, 78	C309
	L	777	HD	C	G	VF	P	09, 15, 25, 37, 50	C309
	L	777	HD	C	G	VF	P	15, 26, 44, 62, 78	C309
	L	777	HD	C	G	VF	S	09, 15, 25, 37, 50	C309
	L	777	HD	C	G	VF	S	15, 26, 44, 62, 78	C309
	L	777	HD	C	G	VFM	P	09, 15, 25, 37, 50	C309
	L	777	HD	C	G	VFM	P	15, 26, 44, 62, 78	C309
	L	777	HD	C	G	VFM	S	09, 15, 25, 37, 50	C309
	L	777	HD	C	G	VFM	S	15, 26, 44, 62, 78	C309
	L	777	HD	D	H	no digit	P	09, 15, 25, 37, 50	C309
	L	777	HD	D	H	no digit	P	15, 26, 44, 62, 78	C309
	L	777	HD	D	H	no digit	S	09, 15, 25, 37, 50	C309
	L	777	HD	D	H	no digit	S	15, 26, 44, 62, 78	C309
	L	777	HD	D	H	VF	P	09, 15, 25, 37, 50	C309
	L	777	HD	D	H	VF	P	15, 26, 44, 62, 78	C309
	L	777	HD	D	H	VF	S	09, 15, 25, 37, 50	C309
	L	777	HD	D	H	VF	S	15, 26, 44, 62, 78	C309
	L	777	HD	D	H	VFM	P	09, 15, 25, 37, 50	C309
	L	777	HD	D	H	VFM	P	15, 26, 44, 62, 78	C309
	L	777	HD	D	H	VFM	S	09, 15, 25, 37, 50	C309
	L	777	HD	D	H	VFM	S	15, 26, 44, 62, 78	C309
	L	777	HD	D	G	no digit	P	09, 15, 25, 37, 50	C309
	L	777	HD	D	G	no digit	P	15, 26, 44, 62, 78	C309
	L	777	HD	D	G	no digit	S	09, 15, 25, 37, 50	C309
	L	777	HD	D	G	no digit	S	15, 26, 44, 62, 78	C309
	L	777	HD	D	G	VF	P	09, 15, 25, 37, 50	C309
	L	777	HD	D	G	VF	P	15, 26, 44, 62, 78	C309
	L	777	HD	D	G	VF	S	09, 15, 25, 37, 50	C309
	L	777	HD	D	G	VF	S	15, 26, 44, 62, 78	C309
	L	777	HD	D	G	VFM	P	09, 15, 25, 37, 50	C309
	L	777	HD	D	G	VFM	P	15, 26, 44, 62, 78	C309
	L	777	HD	D	G	VFM	S	09, 15, 25, 37, 50	C309
	L	777	HD	D	G	VFM	S	15, 26, 44, 62, 78	C309
